T1, T2, S2, T4, S4, T7, S7, T8, S8, T16, S16, T20, S20, T40, S40
52.622650,26.408782,1.992619,15.665137,3.359221,13.077863,4.023796,13.149318,4.001930,30.915651,1.702136,30.897452,1.703139,28.208327,1.865501
