T1, T2, S2, T4, S4, T7, S7, T8, S8, T16, S16, T20, S20, T40, S40
71.955823,36.513265,1.970676,21.966900,3.275648,18.402330,3.910147,18.528213,3.883581,47.302203,1.521194,46.921570,1.533534,42.149651,1.707151
